5	0.980	9.28383252198190530180e+03	6.43917308773068630678e-01	0.00000000000000000000e+00	1.58775695649831849465e+00
5	0.981	9.30504986191509669879e+03	6.44595691180384733343e-01	0.00000000000000000000e+00	1.59753371814166733600e+00
5	0.982	9.32629200165793918131e+03	6.45324761574187166779e-01	0.00000000000000000000e+00	1.60746099704691092214e+00
5	0.983	9.34755888465109637764e+03	6.46007145150302775072e-01	0.00000000000000000000e+00	1.61753923647746211678e+00
5	0.984	9.36885045270696537045e+03	6.46733111847682118345e-01	0.00000000000000000000e+00	1.62776748858054820523e+00
5	0.985	9.39016644623415413662e+03	6.47594567781749175239e-01	0.00000000000000000000e+00	1.63741565957868062675e+00
5	0.986	9.41150716706696948677e+03	6.48317768868644006552e-01	0.00000000000000000000e+00	1.64790327003206416023e+00
5	0.987	9.43287239845347721712e+03	6.49036419246330376076e-01	0.00000000000000000000e+00	1.65853899086364253712e+00
5	0.988	9.45426208022457103652e+03	6.49753033118559142345e-01	0.00000000000000000000e+00	1.66931885205455876608e+00
5	0.989	9.47567809716293413658e+03	6.50461851452109440785e-01	0.00000000000000000000e+00	1.68022857764405864067e+00
5	0.990	9.49711649804823173326e+03	6.51172899553523532035e-01	0.00000000000000000000e+00	1.69126749893009198367e+00
5	0.991	9.51857917147129774094e+03	6.51885933112468229922e-01	0.00000000000000000000e+00	1.70244512440529915942e+00
5	0.992	9.54006613388740515802e+03	6.52591341616634346146e-01	0.00000000000000000000e+00	1.71373817577095532982e+00
5	0.993	9.56157712203750816116e+03	6.53295227162383529418e-01	0.00000000000000000000e+00	1.72514679024716310884e+00
5	0.994	9.58311220990176298073e+03	6.53991021566261210296e-01	0.00000000000000000000e+00	1.73665914618363870225e+00
5	0.995	9.60467131001280904457e+03	6.54687755782523805870e-01	0.00000000000000000000e+00	1.74826286876076908428e+00
5	0.996	9.62625435271671631199e+03	6.55381758848813333884e-01	0.00000000000000000000e+00	1.75994585863840380391e+00
5	0.997	9.64786126044719640049e+03	6.56072600080477297269e-01	0.00000000000000000000e+00	1.77169481855829125116e+00
5	0.998	9.66949196975115773967e+03	6.56757784983302617121e-01	0.00000000000000000000e+00	1.78349625029662806064e+00
5	0.999	9.69114639293648178864e+03	6.57445019164794697275e-01	0.00000000000000000000e+00	1.79533449469089645412e+00
5	1.000	9.71282449175584588374e+03	6.58125689976667316294e-01	0.00000000000000000000e+00	1.80719609574781814310e+00
5	1.001	9.73452611303021694766e+03	6.58801184414293028446e-01	0.00000000000000000000e+00	1.81905973552489008682e+00
5	1.002	9.75625125031834613765e+03	6.59476041808191193461e-01	0.00000000000000000000e+00	1.83091293913743147215e+00
5	1.003	9.77799981783674047620e+03	6.60147580253920396309e-01	0.00000000000000000000e+00	1.84273798762298768317e+00
5	1.004	9.79977173874613436055e+03	6.60820125395394142309e-01	0.00000000000000000000e+00	1.85451735688570140681e+00
5	1.005	9.82156682434240428847e+03	6.61483182411701009507e-01	0.00000000000000000000e+00	1.86622509405430170304e+00
5	1.006	9.84338501993223508180e+03	6.62147759719188822025e-01	0.00000000000000000000e+00	1.87784454907151143743e+00
5	1.007	9.86522611259491168312e+03	6.62815554731563505442e-01	0.00000000000000000000e+00	1.88934075003308299401e+00
5	1.008	9.88709044529348830110e+03	6.63480247765801278703e-01	0.00000000000000000000e+00	1.90070028747698249738e+00
5	1.009	9.90897752079146084725e+03	6.64136147298414192264e-01	0.00000000000000000000e+00	1.91196022319610436924e+00
5	1.010	9.93088745369641947036e+03	6.64784924770607354994e-01	0.00000000000000000000e+00	1.92307268755811588967e+00
5	1.011	9.95282005859957826033e+03	6.65419599795683991417e-01	0.00000000000000000000e+00	1.93401390884357282651e+00
5	1.012	9.97477520840896249865e+03	6.66064747079719632339e-01	0.00000000000000000000e+00	1.94476613505185680353e+00
5	1.013	9.99675285127634197124e+03	6.66699255104585719600e-01	0.00000000000000000000e+00	1.95532038686520492909e+00
5	1.014	1.00187528039424378221e+04	6.67339776742840173895e-01	0.00000000000000000000e+00	1.96565586788011947839e+00
5	1.015	1.00407750044977401558e+04	6.67977765972215919987e-01	0.00000000000000000000e+00	1.97576561630667191238e+00
5	1.016	1.00628115940011193743e+04	6.68637559302380446447e-01	0.00000000000000000000e+00	1.98537064558771092493e+00
5	1.017	1.00848779826033332938e+04	6.69228156845034782840e-01	0.00000000000000000000e+00	1.99501441009173996477e+00
5	1.018	1.01069662415525253891e+04	6.69852649202057892630e-01	0.00000000000000000000e+00	2.00440655801835454497e+00
5	1.019	1.01290762607078850124e+04	6.70469467303033139771e-01	0.00000000000000000000e+00	2.01355780622789914958e+00
5	1.020	1.01512078289663604664e+04	6.71101359313299838938e-01	0.00000000000000000000e+00	2.02244765995569686368e+00
5	1.021	1.01733606691197655891e+04	6.71710009232834415194e-01	0.00000000000000000000e+00	2.03069165312371335830e+00
5	1.022	1.01955264698335904541e+04	6.72365867755498669567e-01	0.00000000000000000000e+00	2.03801670705568893638e+00
5	1.023	1.02177223236073423323e+04	6.72974018693989761708e-01	0.00000000000000000000e+00	2.04609684679841974386e+00
5	1.024	1.02399396590049800579e+04	6.73571959653231022713e-01	0.00000000000000000000e+00	2.05387374444981984922e+00
5	1.025	1.02621777286607248243e+04	6.74177881390358391123e-01	0.00000000000000000000e+00	2.06140041322726474959e+00
5	1.026	1.02844367035724080779e+04	6.74752972224546221369e-01	0.00000000000000000000e+00	2.06865564451972749893e+00
5	1.027	1.03067164414501276042e+04	6.75343901840857019359e-01	0.00000000000000000000e+00	2.07564206726008659842e+00
5	1.028	1.03290168399387148384e+04	6.75942806249612671010e-01	0.00000000000000000000e+00	2.08236442458768555852e+00
5	1.029	1.03513377285568167281e+04	6.76539689460393778297e-01	0.00000000000000000000e+00	2.08882631106035132618e+00
5	1.030	1.03736781921838410199e+04	6.76933641275795472403e-01	0.00000000000000000000e+00	2.09466786039840568989e+00
5	1.031	1.03960387789637989044e+04	6.77535809708081138147e-01	0.00000000000000000000e+00	2.10039531243631305557e+00
5	1.032	1.04184203439893681207e+04	6.78101428228975788848e-01	0.00000000000000000000e+00	2.10613396094216032139e+00
5	1.033	1.04408219127750871849e+04	6.78690341989711010129e-01	0.00000000000000000000e+00	2.11163929643833458982e+00
5	1.034	1.04632433601733519026e+04	6.79181751605069106148e-01	0.00000000000000000000e+00	2.11691781740186302230e+00
5	1.035	1.04856845470861735521e+04	6.79751851090105940756e-01	0.00000000000000000000e+00	2.12197753036033587293e+00
5	1.036	1.05081453573594189947e+04	6.80332287888877673687e-01	0.00000000000000000000e+00	2.12682650083054980428e+00
5	1.037	1.05306256594221449632e+04	6.80913532359087581014e-01	0.00000000000000000000e+00	2.13147316618932514132e+00
5	1.038	1.05531253206306791981e+04	6.81485934492827238884e-01	0.00000000000000000000e+00	2.13592598941929256995e+00
5	1.039	1.05756442123793003702e+04	6.82051895150064591000e-01	0.00000000000000000000e+00	2.14019333253901500314e+00
5	1.040	1.05981826731317160011e+04	6.82599621770613396166e-01	0.00000000000000000000e+00	2.14418838007609036111e+00
